Name,ID,Overall,Attack,Midfield,Defence,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,International prestige,Players,Starting XI average age,href,game
Greece,1338,74,76,72,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,13,23,25.64,https://sofifa.com/team/1338/greece/,FIFA14
Paraguay,1375,74,78,73,70,Slow,Lots,Mixed,Organised,Little,Normal,Press,Deep,Normal,Cover,8,23,30.73,https://sofifa.com/team/1375/paraguay/,FIFA14
Mexico,1386,74,78,73,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,15,23,25.82,https://sofifa.com/team/1386/mexico/,FIFA14
United States,1387,74,75,72,71,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,23,27.45,https://sofifa.com/team/1387/united-states/,FIFA14
Austria,1322,73,72,74,71,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,25.0,https://sofifa.com/team/1322/austria/,FIFA14
Republic of Ireland,1355,73,75,75,73,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,27.82,https://sofifa.com/team/1355/republic-of-ireland/,FIFA14
Romania,1356,73,73,72,71,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,23,26.09,https://sofifa.com/team/1356/romania/,FIFA14
Scotland,1359,73,75,74,68,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,26.0,https://sofifa.com/team/1359/scotland/,FIFA14
Slovenia,1361,73,71,73,71,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,23,26.36,https://sofifa.com/team/1361/slovenia/,FIFA14
Wales,1367,73,70,74,72,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,24.64,https://sofifa.com/team/1367/wales/,FIFA14
Peru,111108,72,77,69,70,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,26.91,https://sofifa.com/team/111108/peru/,FIFA14
Norway,1352,72,71,73,70,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,9,23,24.91,https://sofifa.com/team/1352/norway/,FIFA14
Ecuador,111465,72,73,73,67,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,26.0,https://sofifa.com/team/111465/ecuador/,FIFA14
Korea Republic,974,72,75,71,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,23,24.27,https://sofifa.com/team/974/korea-republic/,FIFA14
Venezuela,111487,71,72,69,72,Slow,Normal,Short,Organised,Little,Little,Press,Deep,Normal,Cover,5,23,28.09,https://sofifa.com/team/111487/venezuela/,FIFA14
Northern Ireland,110081,70,71,69,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.18,https://sofifa.com/team/110081/northern-ireland/,FIFA14
Egypt,111130,69,70,67,64,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,25.18,https://sofifa.com/team/111130/egypt/,FIFA14
Finland,1334,69,68,71,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Deep,Normal,Cover,6,23,26.73,https://sofifa.com/team/1334/finland/,FIFA14
Hungary,1886,69,69,67,67,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,7,23,26.09,https://sofifa.com/team/1886/hungary/,FIFA14
Australia,1415,69,72,70,65,Balanced,Normal,Mixed,Organised,Lots,Little,Press,Medium,Normal,Cover,11,23,25.91,https://sofifa.com/team/1415/australia/,FIFA14
South Africa,111099,69,65,69,69,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,23.27,https://sofifa.com/team/111099/south-africa/,FIFA14
Bulgaria,1327,68,66,69,67,Balanced,Normal,Mixed,Organised,Normal,Little,Contain,Medium,Normal,Cover,10,23,26.27,https://sofifa.com/team/1327/bulgaria/,FIFA14
New Zealand,111473,65,65,55,64,Balanced,Lots,Mixed,Organised,Normal,Little,Press,Deep,Normal,Cover,6,23,22.73,https://sofifa.com/team/111473/new-zealand/,FIFA14
Bolivia,111451,63,68,57,63,Slow,Normal,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,2,23,25.27,https://sofifa.com/team/111451/bolivia/,FIFA14
India,111466,57,59,54,53,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,1,23,24.82,https://sofifa.com/team/111466/india/,FIFA14
Germany,1337,84,82,82,78,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,23,25.0,https://sofifa.com/team/1337/germany/,FIFA15
Spain,1362,83,80,84,82,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,23,26.36,https://sofifa.com/team/1362/spain/,FIFA15
Argentina,1369,82,86,80,81,Slow,Lots,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,19,23,26.82,https://sofifa.com/team/1369/argentina/,FIFA15
Brazil,1370,82,82,80,83,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,23,26.0,https://sofifa.com/team/1370/brazil/,FIFA15
Belgium,1325,81,80,81,77,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,23,24.45,https://sofifa.com/team/1325/belgium/,FIFA15
France,1335,81,80,80,80,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,18,23,25.55,https://sofifa.com/team/1335/france/,FIFA15
Britain,1318,80,81,78,78,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,16,23,24.0,https://sofifa.com/team/1318/england/,FIFA15
Portugal,1354,80,83,80,75,Balanced,Normal,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,16,23,29.45,https://sofifa.com/team/1354/portugal/,FIFA15
Italy,1343,79,79,79,77,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,18,23,27.45,https://sofifa.com/team/1343/italy/,FIFA15
Netherlands,105035,79,78,82,77,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,17,23,24.73,https://sofifa.com/team/105035/netherlands/,FIFA15
Colombia,111109,78,81,78,75,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,15,23,25.64,https://sofifa.com/team/111109/colombia/,FIFA15
Russia,1357,77,78,77,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,23,28.0,https://sofifa.com/team/1357/russia/,FIFA15
Switzerland,1364,77,76,77,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,24.55,https://sofifa.com/team/1364/switzerland/,FIFA15
Turkey,1365,76,78,77,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,23,25.64,https://sofifa.com/team/1365/turkiye/,FIFA15
Uruguay,1377,76,75,74,77,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,23,27.18,https://sofifa.com/team/1377/uruguay/,FIFA15
Chile,111459,76,76,76,73,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,23,27.45,https://sofifa.com/team/111459/chile/,FIFA15
Mexico,1386,76,79,77,74,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,15,23,26.45,https://sofifa.com/team/1386/mexico/,FIFA15
Poland,1353,75,78,72,74,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,11,23,26.09,https://sofifa.com/team/1353/poland/,FIFA15
Côte d'Ivoire,111112,74,78,75,68,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,12,23,25.55,https://sofifa.com/team/111112/cote-divoire/,FIFA15
Austria,1322,74,71,74,74,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,26.27,https://sofifa.com/team/1322/austria/,FIFA15
Czechia,1330,74,73,73,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,28.0,https://sofifa.com/team/1330/czechia/,FIFA15
Denmark,1331,74,75,72,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,26.36,https://sofifa.com/team/1331/denmark/,FIFA15
Greece,1338,74,78,73,74,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Deep,Narrow,Cover,14,23,25.0,https://sofifa.com/team/1338/greece/,FIFA15
Republic of Ireland,1355,74,74,75,71,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,28.36,https://sofifa.com/team/1355/republic-of-ireland/,FIFA15
Sweden,1363,74,80,75,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,27.64,https://sofifa.com/team/1363/sweden/,FIFA15
Scotland,1359,73,76,72,70,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,27.73,https://sofifa.com/team/1359/scotland/,FIFA15
Wales,1367,73,73,73,71,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,25.09,https://sofifa.com/team/1367/wales/,FIFA15
United States,1387,73,76,70,72,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,13,23,24.0,https://sofifa.com/team/1387/united-states/,FIFA15
Romania,1356,72,71,72,70,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,23,26.0,https://sofifa.com/team/1356/romania/,FIFA15
Slovenia,1361,72,72,71,68,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,23,28.27,https://sofifa.com/team/1361/slovenia/,FIFA15
Cameroon,1395,72,75,71,74,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,12,23,24.36,https://sofifa.com/team/1395/cameroon/,FIFA15
Peru,111108,71,71,71,70,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,26.64,https://sofifa.com/team/111108/peru/,FIFA15
Norway,1352,71,69,72,70,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,9,23,24.27,https://sofifa.com/team/1352/norway/,FIFA15
Paraguay,1375,71,72,71,71,Slow,Lots,Mixed,Organised,Little,Normal,Press,Deep,Normal,Cover,8,23,28.09,https://sofifa.com/team/1375/paraguay/,FIFA15
Venezuela,111487,71,72,70,72,Slow,Normal,Short,Organised,Little,Little,Press,Deep,Normal,Cover,5,23,28.0,https://sofifa.com/team/111487/venezuela/,FIFA15
Hungary,1886,70,70,71,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,28.36,https://sofifa.com/team/1886/hungary/,FIFA15
Korea Republic,974,70,66,70,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,24.09,https://sofifa.com/team/974/korea-republic/,FIFA15
South Africa,111099,70,68,71,66,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,23.82,https://sofifa.com/team/111099/south-africa/,FIFA15
Northern Ireland,110081,69,69,69,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.36,https://sofifa.com/team/110081/northern-ireland/,FIFA15
Finland,1334,69,69,68,68,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Deep,Normal,Cover,6,23,26.73,https://sofifa.com/team/1334/finland/,FIFA15
Ecuador,111465,69,71,70,67,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,26.55,https://sofifa.com/team/111465/ecuador/,FIFA15
Australia,1415,69,71,70,66,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,11,23,26.91,https://sofifa.com/team/1415/australia/,FIFA15
Egypt,111130,68,72,68,65,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,23.36,https://sofifa.com/team/111130/egypt/,FIFA15
Bulgaria,1327,68,67,70,66,Balanced,Normal,Mixed,Organised,Normal,Little,Contain,Medium,Normal,Cover,10,23,27.82,https://sofifa.com/team/1327/bulgaria/,FIFA15
Bolivia,111451,67,71,64,67,Slow,Normal,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,2,23,27.45,https://sofifa.com/team/111451/bolivia/,FIFA15
New Zealand,111473,65,65,60,65,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,4,23,23.27,https://sofifa.com/team/111473/new-zealand/,FIFA15
India,111466,57,59,54,53,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,1,23,25.18,https://sofifa.com/team/111466/india/,FIFA15
Germany,1337,84,78,83,82,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,23,25.55,https://sofifa.com/team/1337/germany/,FIFA16
Spain,1362,84,81,85,83,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,19,23,28.64,https://sofifa.com/team/1362/spain/,FIFA16
Brazil,1370,83,85,80,84,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,23,26.73,https://sofifa.com/team/1370/brazil/,FIFA16
France,1335,82,82,82,80,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,18,23,28.27,https://sofifa.com/team/1335/france/,FIFA16
Argentina,1369,82,88,80,77,Slow,Lots,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,19,23,27.36,https://sofifa.com/team/1369/argentina/,FIFA16
Belgium,1325,81,80,82,77,Slow,Lots,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,14,23,24.55,https://sofifa.com/team/1325/belgium/,FIFA16
Italy,1343,81,79,79,84,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,18,23,29.45,https://sofifa.com/team/1343/italy/,FIFA16
Portugal,1354,81,85,80,79,Balanced,Normal,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,16,23,25.45,https://sofifa.com/team/1354/portugal/,FIFA16
Britain,1318,80,81,79,80,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,16,23,24.36,https://sofifa.com/team/1318/england/,FIFA16
Netherlands,105035,79,81,78,77,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,17,23,24.0,https://sofifa.com/team/105035/netherlands/,FIFA16
Switzerland,1364,78,76,77,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,24.55,https://sofifa.com/team/1364/switzerland/,FIFA16
Uruguay,1377,78,84,75,77,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,23,27.73,https://sofifa.com/team/1377/uruguay/,FIFA16
Russia,1357,77,78,76,77,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,12,23,28.36,https://sofifa.com/team/1357/russia/,FIFA16
Turkey,1365,77,77,78,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,23,27.09,https://sofifa.com/team/1365/turkiye/,FIFA16
Chile,111459,77,80,77,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,23,28.64,https://sofifa.com/team/111459/chile/,FIFA16
Mexico,1386,77,76,79,76,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,23,27.0,https://sofifa.com/team/1386/mexico/,FIFA16
Colombia,111109,76,75,77,75,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,15,23,25.27,https://sofifa.com/team/111109/colombia/,FIFA16
Côte d'Ivoire,111112,76,78,77,71,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,12,23,26.55,https://sofifa.com/team/111112/cote-divoire/,FIFA16
Denmark,1331,76,74,77,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,22.91,https://sofifa.com/team/1331/denmark/,FIFA16
Poland,1353,76,82,75,74,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,11,23,26.45,https://sofifa.com/team/1353/poland/,FIFA16
Austria,1322,75,73,77,76,Balanced,Lots,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,9,23,27.0,https://sofifa.com/team/1322/austria/,FIFA16
Czechia,1330,75,73,75,73,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,26.64,https://sofifa.com/team/1330/czechia/,FIFA16
Greece,1338,75,76,72,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Narrow,Cover,13,23,27.09,https://sofifa.com/team/1338/greece/,FIFA16
Republic of Ireland,1355,75,75,74,75,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,27.82,https://sofifa.com/team/1355/republic-of-ireland/,FIFA16
Scotland,1359,74,76,74,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,26.82,https://sofifa.com/team/1359/scotland/,FIFA16
Sweden,1363,74,76,73,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,25.36,https://sofifa.com/team/1363/sweden/,FIFA16
Wales,1367,74,74,74,73,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,25.73,https://sofifa.com/team/1367/wales/,FIFA16
United States,1387,74,74,74,73,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,23,27.64,https://sofifa.com/team/1387/united-states/,FIFA16
Norway,1352,73,70,72,71,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,9,23,23.45,https://sofifa.com/team/1352/norway/,FIFA16
Romania,1356,73,71,72,73,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,27.45,https://sofifa.com/team/1356/romania/,FIFA16
Slovenia,1361,73,70,73,72,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,23,25.36,https://sofifa.com/team/1361/slovenia/,FIFA16
Paraguay,1375,73,73,71,71,Slow,Normal,Mixed,Organised,Little,Normal,Press,Deep,Normal,Cover,8,23,25.55,https://sofifa.com/team/1375/paraguay/,FIFA16
Ecuador,111465,73,74,72,69,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,27.27,https://sofifa.com/team/111465/ecuador/,FIFA16
Cameroon,1395,73,69,69,77,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,11,23,24.64,https://sofifa.com/team/1395/cameroon/,FIFA16
Australia,1415,72,71,72,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,23,24.09,https://sofifa.com/team/1415/australia/,FIFA16
Hungary,1886,71,73,70,68,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,25.73,https://sofifa.com/team/1886/hungary/,FIFA16
Venezuela,111487,71,72,72,70,Slow,Normal,Short,Organised,Normal,Little,Press,Deep,Normal,Cover,5,23,25.55,https://sofifa.com/team/111487/venezuela/,FIFA16
South Africa,111099,71,67,71,72,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,25.45,https://sofifa.com/team/111099/south-africa/,FIFA16
Northern Ireland,110081,70,68,69,69,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.64,https://sofifa.com/team/110081/northern-ireland/,FIFA16
Finland,1334,70,66,71,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,6,23,27.27,https://sofifa.com/team/1334/finland/,FIFA16
Egypt,111130,69,69,69,67,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,25.73,https://sofifa.com/team/111130/egypt/,FIFA16
Bulgaria,1327,69,69,70,68,Balanced,Normal,Mixed,Organised,Normal,Little,Contain,Medium,Normal,Cover,10,23,27.45,https://sofifa.com/team/1327/bulgaria/,FIFA16
China PR,1413,69,70,67,66,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,26.55,https://sofifa.com/team/1413/china-pr/,FIFA16
Peru,111108,68,69,66,67,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,24.0,https://sofifa.com/team/111108/peru/,FIFA16
Canada,111455,67,68,69,65,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.73,https://sofifa.com/team/111455/canada/,FIFA16
Bolivia,111451,65,61,65,65,Slow,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,3,23,27.18,https://sofifa.com/team/111451/bolivia/,FIFA16
New Zealand,111473,64,66,61,66,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,4,23,24.09,https://sofifa.com/team/111473/new-zealand/,FIFA16
India,111466,58,61,56,57,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,1,23,23.64,https://sofifa.com/team/111466/india/,FIFA16
Germany,1337,85,82,86,84,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,26.45,https://sofifa.com/team/1337/germany/,FIFA17
Spain,1362,85,84,85,85,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,27.36,https://sofifa.com/team/1362/spain/,FIFA17
Belgium,1325,84,85,83,84,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,7,23,25.91,https://sofifa.com/team/1325/belgium/,FIFA17
Brazil,1370,84,87,82,85,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,23,26.18,https://sofifa.com/team/1370/brazil/,FIFA17
France,1335,83,82,83,81,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,25.55,https://sofifa.com/team/1335/france/,FIFA17
Italy,1343,83,82,81,85,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,23,29.0,https://sofifa.com/team/1343/italy/,FIFA17
Portugal,1354,83,85,82,81,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,26.18,https://sofifa.com/team/1354/portugal/,FIFA17
Argentina,1369,83,87,83,80,Slow,Lots,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,9,23,27.91,https://sofifa.com/team/1369/argentina/,FIFA17
Britain,1318,81,82,81,81,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,8,23,24.64,https://sofifa.com/team/1318/england/,FIFA17
Netherlands,105035,81,81,81,80,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,23,24.73,https://sofifa.com/team/105035/netherlands/,FIFA17
Poland,1353,79,82,77,77,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.36,https://sofifa.com/team/1353/poland/,FIFA17
Uruguay,1377,79,85,76,80,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,28.36,https://sofifa.com/team/1377/uruguay/,FIFA17
Chile,111459,79,79,80,77,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,29.45,https://sofifa.com/team/111459/chile/,FIFA17
Colombia,111109,78,79,79,76,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,27.73,https://sofifa.com/team/111109/colombia/,FIFA17
Denmark,1331,78,76,79,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,25.27,https://sofifa.com/team/1331/denmark/,FIFA17
Switzerland,1364,78,74,78,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,25.55,https://sofifa.com/team/1364/switzerland/,FIFA17
Turkey,1365,78,78,79,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,27.73,https://sofifa.com/team/1365/turkiye/,FIFA17
Mexico,1386,78,79,78,74,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,23,26.91,https://sofifa.com/team/1386/mexico/,FIFA17
Austria,1322,77,78,77,77,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,25.18,https://sofifa.com/team/1322/austria/,FIFA17
Côte d'Ivoire,111112,76,78,78,76,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,6,23,24.82,https://sofifa.com/team/111112/cote-divoire/,FIFA17
Greece,1338,76,77,74,78,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Narrow,Cover,6,23,26.45,https://sofifa.com/team/1338/greece/,FIFA17
Russia,1357,76,77,75,75,Balanced,Normal,Mixed,Organised,Normal,Little,Contain,Deep,Normal,Cover,6,23,27.0,https://sofifa.com/team/1357/russia/,FIFA17
Sweden,1363,76,77,76,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.18,https://sofifa.com/team/1363/sweden/,FIFA17
Wales,1367,76,76,75,76,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,26.91,https://sofifa.com/team/1367/wales/,FIFA17
Czechia,1330,75,73,75,74,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,25.09,https://sofifa.com/team/1330/czechia/,FIFA17
Republic of Ireland,1355,75,76,76,76,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,27.82,https://sofifa.com/team/1355/republic-of-ireland/,FIFA17
Paraguay,1375,75,74,75,72,Slow,Normal,Mixed,Organised,Little,Normal,Press,Deep,Normal,Cover,4,23,27.55,https://sofifa.com/team/1375/paraguay/,FIFA17
United States,1387,75,75,75,76,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,23,27.27,https://sofifa.com/team/1387/united-states/,FIFA17
Scotland,1359,74,74,75,71,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,23,26.91,https://sofifa.com/team/1359/scotland/,FIFA17
Slovenia,1361,74,73,76,70,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,23,26.73,https://sofifa.com/team/1361/slovenia/,FIFA17
Ecuador,111465,74,74,76,71,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,29.45,https://sofifa.com/team/111465/ecuador/,FIFA17
Norway,1352,73,72,74,71,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,4,23,25.55,https://sofifa.com/team/1352/norway/,FIFA17
Romania,1356,73,74,71,72,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,23,26.36,https://sofifa.com/team/1356/romania/,FIFA17
Venezuela,111487,73,76,71,71,Slow,Normal,Short,Organised,Normal,Little,Press,Deep,Normal,Cover,2,23,23.0,https://sofifa.com/team/111487/venezuela/,FIFA17
