Name,ID,League,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,href,country,game
Newport County,112254,League Two,60,60,56,60,625000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,2,1,28,24.45,22.89,https://sofifa.com/team/112254/newport-county/,Britain,FIFA16
Hartlepool United,1941,League Two,60,62,57,61,650000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,3,28,24.36,22.93,https://sofifa.com/team/1941/hartlepool-united/,Britain,FIFA16
Daejeon Citizen,980,K League 1,60,60,60,58,1500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,2,28,24.73,22.82,https://sofifa.com/team/980/daejeon-citizen/,Korea Republic,FIFA16
Accrington Stanley,110313,League Two,60,61,60,58,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,1,28,23.09,22.86,https://sofifa.com/team/110313/accrington-stanley/,Britain,FIFA16
Mjøndalen IF,112420,Eliteserien,59,59,59,57,540000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,2,18,26.91,25.83,https://sofifa.com/team/112420/mjondalen-if/,Norway,FIFA16
Shamrock Rovers,306,Premier Division,59,57,61,56,600000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,3,25,24.18,22.16,https://sofifa.com/team/306/shamrock-rovers/,Republic of Ireland,FIFA16
Morecambe,357,League Two,59,60,57,59,500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,1,26,24.91,23.42,https://sofifa.com/team/357/morecambe/,Britain,FIFA16
Barnet,135,League Two,59,59,58,58,725000.0,0.0,Balanced,Little,Long,Organised,Normal,Normal,Press,Medium,Narrow,Cover,3,2,28,24.64,23.5,https://sofifa.com/team/135/barnet/,Britain,FIFA16
York City,1948,League Two,59,59,59,56,550000.0,0.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,3,2,26,23.91,23.46,https://sofifa.com/team/1948/york-city/,Britain,FIFA16
Cork City,422,Premier Division,59,59,58,58,525000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,16,2,25,25.55,24.6,https://sofifa.com/team/422/cork-city/,Republic of Ireland,FIFA16
St Patrick's Athletic FC,423,Premier Division,59,60,56,60,550000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,2,25,25.0,23.04,https://sofifa.com/team/423/st-patricks-athletic-fc/,Republic of Ireland,FIFA16
Åtvidabergs FF,111835,Allsvenskan,59,58,58,60,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,4,18,27.45,27.0,https://sofifa.com/team/111835/atvidabergs-ff/,Sweden,FIFA16
Bohemian FC,305,Premier Division,58,60,57,57,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,2,25,23.55,23.28,https://sofifa.com/team/305/bohemian-fc/,Republic of Ireland,FIFA16
Derry City,445,Premier Division,58,62,56,58,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,2,25,24.0,22.68,https://sofifa.com/team/445/derry-city/,Republic of Ireland,FIFA16
Uniautónoma FC,112830,Categoría Primera A,58,58,59,59,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,1,18,29.64,27.67,https://sofifa.com/team/112830/uniautonoma-fc/,Colombia,FIFA16
Sligo Rovers,563,Premier Division,56,56,57,51,525000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,2,25,24.09,21.72,https://sofifa.com/team/563/sligo-rovers/,Republic of Ireland,FIFA16
Bray Wanderers,838,Premier Division,56,54,55,56,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,1,25,24.73,24.0,https://sofifa.com/team/838/bray-wanderers/,Republic of Ireland,FIFA16
Galway United,1571,Premier Division,55,56,53,56,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,7,1,25,23.27,21.12,https://sofifa.com/team/1571/galway-united/,Republic of Ireland,FIFA16
Longford Town,1586,Premier Division,54,53,54,54,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,1,25,23.45,22.08,https://sofifa.com/team/1586/longford-town/,Republic of Ireland,FIFA16
Limerick FC,111285,Premier Division,54,51,56,54,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,7,1,22,25.0,21.73,https://sofifa.com/team/111285/limerick-fc/,Republic of Ireland,FIFA16
Drogheda United,1572,Premier Division,52,53,53,51,500000.0,0.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,1,23,22.55,21.0,https://sofifa.com/team/1572/drogheda-united/,Republic of Ireland,FIFA16
Real Madrid,243,La Liga,86,88,86,86,99800000.0,2700000000.0,Balanced,Lots,Short,Free form,Normal,Lots,Double,High,Normal,Cover,10,10,33,27.18,24.12,https://sofifa.com/team/243/real-madrid/,Spain,FIFA17
FC Bayern München,21,Bundesliga,85,85,85,85,90000000.0,2500000000.0,Balanced,Normal,Short,Organised,Normal,Normal,Press,Medium,Wide,Cover,10,10,27,27.91,23.96,https://sofifa.com/team/21/fc-bayern-munchen/,Germany,FIFA17
Juventus,45,Serie A,85,89,84,85,90000000.0,1600000000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Narrow,Cover,10,10,28,29.0,26.21,https://sofifa.com/team/45/juventus/,Italy,FIFA17
FC Barcelona,241,La Liga,85,92,85,83,92000000.0,2400000000.0,Balanced,Normal,Short,Free form,Little,Lots,Press,Medium,Normal,Cover,10,10,33,26.82,24.12,https://sofifa.com/team/241/fc-barcelona/,Spain,FIFA17
Arsenal,1,Premier League,83,81,83,82,90700000.0,2400000000.0,Balanced,Normal,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,9,33,26.64,24.42,https://sofifa.com/team/1/arsenal/,Britain,FIFA17
Chelsea,5,Premier League,83,86,84,81,99200000.0,2000000000.0,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,10,10,33,26.45,23.33,https://sofifa.com/team/5/chelsea/,Britain,FIFA17
Manchester City,10,Premier League,83,83,85,81,117900000.0,2200000000.0,Balanced,Normal,Short,Free form,Normal,Little,Press,Medium,Normal,Cover,10,9,33,28.36,24.79,https://sofifa.com/team/10/manchester-city/,Britain,FIFA17
Manchester United,11,Premier League,83,84,84,82,120000000.0,3600000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,10,33,24.82,23.58,https://sofifa.com/team/11/manchester-united/,Britain,FIFA17
Paris Saint-Germain,73,Ligue 1,83,85,83,82,100000000.0,2000000000.0,Balanced,Normal,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,10,30,26.27,22.9,https://sofifa.com/team/73/paris-saint-germain/,France,FIFA17
Atlético Madrid,240,La Liga,83,84,82,84,60000000.0,1200000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,9,33,26.55,23.79,https://sofifa.com/team/240/atletico-madrid/,Spain,FIFA17
Borussia Dortmund,22,Bundesliga,82,85,80,82,50000000.0,736200000.0,Balanced,Normal,Short,Organised,Normal,Normal,Double,High,Normal,Cover,9,8,32,25.82,23.34,https://sofifa.com/team/22/borussia-dortmund/,Germany,FIFA17
Liverpool,9,Premier League,81,82,81,81,71800000.0,1900000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,9,8,33,25.55,22.39,https://sofifa.com/team/9/liverpool/,Britain,FIFA17
Tottenham Hotspur,18,Premier League,81,85,81,81,69100000.0,1800000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,8,7,33,25.09,22.42,https://sofifa.com/team/18/tottenham-hotspur/,Britain,FIFA17
Inter,44,Serie A,81,82,81,79,39000000.0,499000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,8,8,29,26.73,25.62,https://sofifa.com/team/44/inter/,Italy,FIFA17
Napoli,48,Serie A,81,82,81,79,40000000.0,423000000.0,Balanced,Lots,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Offside trap,9,7,26,27.09,25.31,https://sofifa.com/team/48/napoli/,Italy,FIFA17
Roma,52,Serie A,81,82,81,81,40000000.0,512000000.0,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,9,7,24,26.73,25.33,https://sofifa.com/team/52/roma/,Italy,FIFA17
Sevilla FC,481,La Liga,81,80,81,80,34100000.0,960000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,6,28,27.09,25.18,https://sofifa.com/team/481/sevilla-fc/,Spain,FIFA17
Everton,7,Premier League,80,85,78,79,51400000.0,900000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,6,33,25.73,24.15,https://sofifa.com/team/7/everton/,Britain,FIFA17
Bayer 04 Leverkusen,32,Bundesliga,80,79,80,79,40000000.0,414500000.0,Fast,Normal,Mixed,Organised,Little,Normal,Double,Medium,Narrow,Cover,8,6,28,23.73,23.36,https://sofifa.com/team/32/bayer-04-leverkusen/,Germany,FIFA17
Villarreal CF,483,La Liga,80,79,81,79,31000000.0,370000000.0,Balanced,Normal,Mixed,Free form,Little,Little,Press,Medium,Normal,Cover,8,7,33,26.55,24.55,https://sofifa.com/team/483/villarreal-cf/,Spain,FIFA17
Borussia Mönchengladbach,23,Bundesliga,79,81,78,78,25000000.0,314800000.0,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Narrow,Cover,6,6,33,24.82,23.67,https://sofifa.com/team/23/borussia-monchengladbach/,Germany,FIFA17
FC Schalke 04,34,Bundesliga,79,77,79,80,34000000.0,510700000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,7,33,25.36,23.88,https://sofifa.com/team/34/fc-schalke-04/,Germany,FIFA17
Lazio,46,Serie A,79,81,79,78,17500000.0,214000000.0,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,6,26,26.45,24.15,https://sofifa.com/team/46/lazio/,Italy,FIFA17
AC Milan,47,Serie A,79,81,77,77,44000000.0,627000000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,8,8,29,23.73,25.31,https://sofifa.com/team/47/ac-milan/,Italy,FIFA17
AS Monaco,69,Ligue 1,79,80,80,79,23000000.0,250000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,8,6,33,23.36,22.76,https://sofifa.com/team/69/as-monaco/,France,FIFA17
VfL Wolfsburg,175,Bundesliga,79,82,79,78,60000000.0,451000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,7,33,24.91,23.52,https://sofifa.com/team/175/vfl-wolfsburg/,Germany,FIFA17
Athletic Club,448,La Liga,79,80,81,79,17000000.0,250000000.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,6,26,26.36,25.35,https://sofifa.com/team/448/athletic-club/,Spain,FIFA17
SL Benfica,234,Primeira Liga,79,80,79,79,19500000.0,245000000.0,Fast,Normal,Short,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,8,30,25.18,24.6,https://sofifa.com/team/234/sl-benfica/,Portugal,FIFA17
FC Porto,236,Primeira Liga,79,78,79,79,23000000.0,195000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,30,25.91,23.33,https://sofifa.com/team/236/fc-porto/,Portugal,FIFA17
Stoke City,1806,Premier League,78,77,78,77,49300000.0,780000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,5,33,28.82,25.52,https://sofifa.com/team/1806/stoke-city/,Britain,FIFA17
Southampton,17,Premier League,78,78,76,77,49800000.0,800000000.0,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,6,5,33,25.09,24.3,https://sofifa.com/team/17/southampton/,Britain,FIFA17
West Ham United,19,Premier League,78,79,77,77,63200000.0,1300000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,6,33,27.18,23.82,https://sofifa.com/team/19/west-ham-united/,Britain,FIFA17
Fiorentina,110374,Serie A,78,81,77,78,19500000.0,202000000.0,Balanced,Normal,Short,Organised,Normal,Lots,Press,Medium,Normal,Cover,8,6,28,27.64,23.93,https://sofifa.com/team/110374/fiorentina/,Italy,FIFA17
Olympique Lyonnais,66,Ligue 1,78,80,79,76,17000000.0,200000000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,8,6,33,24.45,22.61,https://sofifa.com/team/66/olympique-lyonnais/,France,FIFA17
Beşiktaş JK,327,Süper Lig,78,78,78,76,17000000.0,130000000.0,Fast,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,7,29,28.55,26.45,https://sofifa.com/team/327/besiktas-jk/,Turkey,FIFA17
OGC Nice,72,Ligue 1,78,80,78,77,6500000.0,47000000.0,Balanced,Normal,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,5,3,33,24.45,22.55,https://sofifa.com/team/72/ogc-nice/,France,FIFA17
Leicester City,95,Premier League,78,79,78,76,51400000.0,900000000.0,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,5,33,27.82,24.45,https://sofifa.com/team/95/leicester-city/,Britain,FIFA17
Zenit,100769,Premier League,78,79,78,78,35000000.0,350000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,9,30,27.36,26.33,https://sofifa.com/team/100769/zenit/,Russia,FIFA17
RC Celta,450,La Liga,78,79,79,78,10300000.0,110000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,33,25.18,23.79,https://sofifa.com/team/450/rc-celta/,Spain,FIFA17
Real Sociedad,457,La Liga,78,79,78,76,14300000.0,150000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,3,33,25.45,24.3,https://sofifa.com/team/457/real-sociedad/,Spain,FIFA17
Valencia CF,461,La Liga,78,78,79,79,54000000.0,613000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,6,32,26.0,23.25,https://sofifa.com/team/461/valencia-cf/,Spain,FIFA17
Sporting CP,237,Primeira Liga,78,80,79,77,15000000.0,165000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,7,30,25.0,23.87,https://sofifa.com/team/237/sporting-cp/,Portugal,FIFA17
Watford,1795,Premier League,77,78,78,76,33000000.0,400000000.0,Balanced,Normal,Long,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,3,33,28.64,25.73,https://sofifa.com/team/1795/watford/,Britain,FIFA17
Crystal Palace,1799,Premier League,77,80,77,76,37500000.0,555600000.0,Balanced,Normal,Long,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,4,33,27.0,26.0,https://sofifa.com/team/1799/crystal-palace/,Britain,FIFA17
1. FC Köln,31,Bundesliga,77,78,77,73,10000000.0,131500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,4,26,25.0,24.31,https://sofifa.com/team/31/1-fc-koln/,Germany,FIFA17
TSG 1899 Hoffenheim,10029,Bundesliga,77,78,77,77,18000000.0,166300000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,4,4,26,24.0,24.08,https://sofifa.com/team/10029/tsg-1899-hoffenheim/,Germany,FIFA17
Torino,54,Serie A,77,78,78,75,12000000.0,117000000.0,Balanced,Lots,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,6,4,27,26.18,25.37,https://sofifa.com/team/54/torino/,Italy,FIFA17
Málaga CF,573,La Liga,77,77,77,76,9000000.0,100000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,2,33,25.0,23.82,https://sofifa.com/team/573/malaga-cf/,Spain,FIFA17
Fenerbahçe SK,326,Süper Lig,77,80,77,78,23000000.0,221700000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,10,7,30,28.91,25.77,https://sofifa.com/team/326/fenerbahce-sk/,Turkey,FIFA17
Spartak Moscow,100767,Premier League,77,78,77,76,30000000.0,350000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,5,30,26.45,24.8,https://sofifa.com/team/100767/spartak-moscow/,Russia,FIFA17
Hertha BSC,166,Bundesliga,77,80,77,77,8000000.0,62000000.0,Slow,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,30,27.0,23.67,https://sofifa.com/team/166/hertha-bsc/,Germany,FIFA17
Swansea City,1960,Premier League,77,78,76,75,41700000.0,560000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,33,27.27,25.36,https://sofifa.com/team/1960/swansea-city/,Britain,FIFA17
Shakhtar Donetsk,101059,Premier League,77,75,78,77,29000000.0,320000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,27,27.36,25.3,https://sofifa.com/team/101059/shakhtar-donetsk/,Ukraine,FIFA17
RCD Espanyol,452,La Liga,77,78,77,76,10000000.0,75000000.0,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,4,2,28,27.18,25.36,https://sofifa.com/team/452/rcd-espanyol/,Spain,FIFA17
UD Las Palmas,472,La Liga,77,77,79,76,5600000.0,38000000.0,Balanced,Normal,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,3,1,33,26.27,24.61,https://sofifa.com/team/472/ud-las-palmas/,Spain,FIFA17
Olympique de Marseille,219,Ligue 1,77,81,77,75,11000000.0,90000000.0,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,33,27.82,24.03,https://sofifa.com/team/219/olympique-de-marseille/,France,FIFA17
Ajax,245,Eredivisie,77,76,79,76,13000000.0,195000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,10,5,30,22.36,21.3,https://sofifa.com/team/245/ajax/,Netherlands,FIFA17
AS Saint-Étienne,1819,Ligue 1,76,75,75,76,9500000.0,75000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,3,30,26.55,24.47,https://sofifa.com/team/1819/as-saint-etienne/,France,FIFA17
SV Werder Bremen,38,Bundesliga,76,78,75,74,7000000.0,108600000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,3,4,32,25.82,24.56,https://sofifa.com/team/38/sv-werder-bremen/,Germany,FIFA17
Udinese,55,Serie A,76,75,75,76,7000000.0,102000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,4,26,27.27,24.12,https://sofifa.com/team/55/udinese/,Italy,FIFA17
FC Augsburg,100409,Bundesliga,76,77,75,75,9000000.0,118300000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,4,33,26.45,25.27,https://sofifa.com/team/100409/fc-augsburg/,Germany,FIFA17
FC Girondins de Bordeaux,59,Ligue 1,76,77,76,74,9000000.0,65000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,3,31,26.91,23.45,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France,FIFA17
PFC CSKA,315,Premier League,76,74,77,76,27000000.0,300000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,7,23,28.45,25.7,https://sofifa.com/team/315/pfc-cska/,Russia,FIFA17
Galatasaray SK,325,Süper Lig,76,76,77,74,11000000.0,196000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,7,30,27.64,24.8,https://sofifa.com/team/325/galatasaray-sk/,Turkey,FIFA17
FC Krasnodar,112218,Premier League,76,77,76,76,16000000.0,170000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,5,27,27.27,26.41,https://sofifa.com/team/112218/fc-krasnodar/,Russia,FIFA17
Sassuolo,111974,Serie A,76,76,76,76,13000000.0,94000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,28,26.27,25.89,https://sofifa.com/team/111974/sassuolo/,Italy,FIFA17
Sunderland,106,Premier League,76,81,76,73,38100000.0,780000000.0,Balanced,Normal,Long,Organised,Normal,Normal,Press,Deep,Normal,Cover,4,4,33,26.91,24.67,https://sofifa.com/team/106/sunderland/,Britain,FIFA17
FC Lokomotiv,100765,Premier League,76,73,76,78,17000000.0,180000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,6,28,28.64,26.79,https://sofifa.com/team/100765/fc-lokomotiv/,Russia,FIFA17
AC ChievoVerona,192,Serie A,76,75,77,75,4600000.0,67000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,3,26,31.82,29.23,https://sofifa.com/team/192/ac-chievoverona/,Italy,FIFA17
Real Betis Balompié,449,La Liga,76,79,76,74,15300000.0,175000000.0,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,4,2,26,24.55,25.35,https://sofifa.com/team/449/real-betis-balompie/,Spain,FIFA17
SD Eibar,467,La Liga,76,78,77,76,5300000.0,29000000.0,Balanced,Normal,Long,Organised,Lots,Normal,Press,Medium,Normal,Cover,3,1,31,27.0,24.45,https://sofifa.com/team/467/sd-eibar/,Spain,FIFA17
RC Deportivo de La Coruña,242,La Liga,76,77,77,76,9300000.0,90000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,3,33,27.09,25.12,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/,Spain,FIFA17
Feyenoord,246,Eredivisie,76,75,76,76,7000000.0,105000000.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,4,30,26.36,23.3,https://sofifa.com/team/246/feyenoord/,Netherlands,FIFA17
PSV,247,Eredivisie,76,76,77,76,12500000.0,145000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,5,30,24.18,22.3,https://sofifa.com/team/247/psv/,Netherlands,FIFA17
Middlesbrough,12,Premier League,75,76,74,74,28300000.0,600000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,1,2,33,26.27,24.18,https://sofifa.com/team/12/middlesbrough/,Britain,FIFA17
CD Leganés,100888,La Liga,75,74,76,75,3100000.0,8500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,1,1,33,26.18,24.7,https://sofifa.com/team/100888/cd-leganes/,Spain,FIFA17
Hamburger SV,28,Bundesliga,75,75,76,75,30000000.0,279400000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,33,25.27,23.09,https://sofifa.com/team/28/hamburger-sv/,Germany,FIFA17
Eintracht Frankfurt,1824,Bundesliga,75,73,75,76,7500000.0,79800000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,4,30,24.73,23.33,https://sofifa.com/team/1824/eintracht-frankfurt/,Germany,FIFA17
Atalanta,39,Serie A,75,76,74,75,8000000.0,82000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,27,24.36,23.74,https://sofifa.com/team/39/atalanta/,Italy,FIFA17
RB Leipzig,112172,Bundesliga,75,75,76,73,50000000.0,347200000.0,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,30,23.45,22.17,https://sofifa.com/team/112172/rb-leipzig/,Germany,FIFA17
Sampdoria,1837,Serie A,75,77,75,73,14000000.0,157000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,6,4,25,25.09,24.68,https://sofifa.com/team/1837/sampdoria/,Italy,FIFA17
Lille OSC,65,Ligue 1,75,75,75,75,10500000.0,75000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,27,26.64,23.07,https://sofifa.com/team/65/lille-osc/,France,FIFA17
Sporting Clube de Braga,1896,Primeira Liga,75,75,75,74,7000000.0,45000000.0,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,8,6,30,24.82,23.2,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal,FIFA17
West Bromwich Albion,109,Premier League,75,81,76,74,35100000.0,650000000.0,Balanced,Little,Long,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,4,32,28.73,23.91,https://sofifa.com/team/109/west-bromwich-albion/,Britain,FIFA17
Rubin Kazan,110227,Premier League,75,77,75,73,20000000.0,200000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,7,7,30,26.18,25.43,https://sofifa.com/team/110227/rubin-kazan/,Russia,FIFA17
Medipol Başakşehir FK,101014,Süper Lig,75,78,75,73,4500000.0,17000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,6,4,25,28.91,28.2,https://sofifa.com/team/101014/medipol-basaksehir-fk/,Turkey,FIFA17
Hull City,1952,Premier League,75,76,74,75,22900000.0,555600000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,2,33,26.18,24.48,https://sofifa.com/team/1952/hull-city/,Britain,FIFA17
1. FSV Mainz 05,169,Bundesliga,75,77,76,74,9500000.0,114000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,32,23.91,23.53,https://sofifa.com/team/169/1-fsv-mainz-05/,Germany,FIFA17
Tigres UANL,1970,Liga MX,75,81,75,72,18000000.0,196000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,7,30,28.18,26.7,https://sofifa.com/team/1970/tigres-uanl/,Mexico,FIFA17
Bologna,189,Serie A,75,76,74,74,13000000.0,85000000.0,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,6,4,26,25.18,23.54,https://sofifa.com/team/189/bologna/,Italy,FIFA17
Deportivo Alavés,463,La Liga,75,73,76,75,3500000.0,10200000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,1,1,28,24.73,23.96,https://sofifa.com/team/463/deportivo-alaves/,Spain,FIFA17
Genoa,110556,Serie A,75,74,75,75,10000000.0,117000000.0,Balanced,Normal,Long,Organised,Normal,Little,Press,Deep,Normal,Cover,5,4,28,27.18,25.32,https://sofifa.com/team/110556/genoa/,Italy,FIFA17
